company_name,country,registration_number,industry,description,website,facility_count,source,extracted_at
Malta Industrial Group 11427 Ltd,Malta,MA-737709,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11427.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11428 SPA,Malta,MA-219316,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11428.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11429 Company,Malta,MA-632715,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11429.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11430 Ltd,Malta,MA-700204,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11430.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11431 Ltd,Malta,MA-430227,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11431.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11432 Company,Malta,MA-575282,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11432.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11433 Company,Malta,MA-418544,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11433.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11434 Company,Malta,MA-747452,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11434.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11435 LDA,Malta,MA-802944,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11435.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11436 SARL,Malta,MA-730775,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11436.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11437 SPA,Malta,MA-774117,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11437.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11438 LDA,Malta,MA-672203,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11438.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11439 Company,Malta,MA-374259,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11439.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11440 SPA,Malta,MA-562655,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11440.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11441 Ltd,Malta,MA-651754,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11441.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11442 SA,Malta,MA-276409,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11442.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11443 LDA,Malta,MA-543674,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11443.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11444 SPA,Malta,MA-332456,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11444.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11445 LDA,Malta,MA-433670,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11445.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11446 SPA,Malta,MA-642506,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11446.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11447 LDA,Malta,MA-518350,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11447.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11448 Company,Malta,MA-407577,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11448.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11449 SA,Malta,MA-591409,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11449.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11450 LDA,Malta,MA-163053,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11450.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11451 Company,Malta,MA-980984,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11451.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11452 Company,Malta,MA-764242,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11452.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11453 SPA,Malta,MA-416879,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11453.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11454 LDA,Malta,MA-826140,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11454.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11455 Ltd,Malta,MA-859824,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11455.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11456 SPA,Malta,MA-941621,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11456.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11457 SA,Malta,MA-697810,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11457.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11458 LDA,Malta,MA-976454,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11458.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11459 Company,Malta,MA-451117,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11459.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11460 Ltd,Malta,MA-442177,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11460.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11461 Ltd,Malta,MA-272903,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company11461.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11462 SARL,Malta,MA-237838,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11462.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11463 Company,Malta,MA-827485,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11463.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11464 Ltd,Malta,MA-795850,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11464.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11465 SPA,Malta,MA-409629,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11465.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11466 LDA,Malta,MA-797243,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11466.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11467 SA,Malta,MA-717631,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company11467.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11468 SPA,Malta,MA-164028,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company11468.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11469 SA,Malta,MA-121437,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company11469.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11470 Company,Malta,MA-513795,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company11470.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11471 SA,Malta,MA-168997,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company11471.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
Malta Industrial Group 11472 SPA,Malta,MA-707051,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company11472.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:01.111029
